Author	Title	Tags	Directory
Syne Mitchell	The Changeling Plague	Roc Books, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Max Barry	Jennifer Government	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
Max Barry	Lexicon	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Penguin Group, Novel, science-fiction	science-fiction
Robert Reed	Sister Alice	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Robert Reed	The Well of Stars	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Mike Brotherton	Star Dragon	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Amy Thomson	Storyteller	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ace Books, Novel	science-fiction
James Lovegrove	Untied Kingdom	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Michael F. Flynn	The Wreck of the River of Stars	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Michael F. Flynn	House of Dreams	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Audrey Niffenegger	The Time Traveler's Wife	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science fiction, novel, 2003, MacAdam/Cage, science-fiction	science-fiction
Louise Marley	The Child Goddess	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ace Books, Novel	science-fiction
Karen Traviss	City of Pearl	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Eos	science-fiction
Karen Traviss	The World Before	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Eos	science-fiction
Philip Roth	The Plot Against America	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Houghton Mifflin Harcourt, Novel	science-fiction
Paul J. McAuley	White Devils	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, Schuster, Simon, science-fiction	science-fiction
Paul J. McAuley	Mind's Eye	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, Schuster, Simon, science-fiction	science-fiction
Paul J. McAuley	Gardens of the Sun	Pyr, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Paul J. McAuley	Evening's Empires	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Paul J. McAuley	Into Everywhere	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Paul J. McAuley	Austral	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Paul J. McAuley	Fairyland	science-fiction, Novel, Victor Gollancz Ltd, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Paul J. McAuley	The Choice	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
David Marusek	Counting Heads	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
David Marusek	The Wedding Album	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Steve Cash	The Meq	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Stephen Baxter	Transcendent	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Stephen Baxter	Proxima	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Stephen Baxter	The Medusa Chronicles	Saga Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Stephen Baxter	The Time Ships	science-fiction, HarperCollins, Novel, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Barbara Sapergia	Dry	Coteau Books, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
David Louis Edelman	Infoquake	Pyr, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
M. John Harrison	Nova Swing	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
M. John Harrison	Empty Space	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, Victor Gollancz Ltd, Night Shade Books, science-fiction	science-fiction
Nick DiChario	A Small and Remarkable Life	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Robert J. Sawyer Books, Novel, science-fiction	science-fiction
Nick DiChario	Valley of Day-Glo	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Robert J. Sawyer Books, Novel, science-fiction	science-fiction
Karl Schroeder	Sun of Suns	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Jeffrey Thomas	Deadstock	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Solaris Books, Novel, science-fiction	science-fiction
Brian W. Aldiss	HARM	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Del Rey Books	science-fiction
Brian W. Aldiss	Helliconia Spring	1982, Atheneum Books, Novel, novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, science fiction	science-fiction
Brian W. Aldiss	Hothouse	science fiction, 1962, novel	science-fiction
Jay Lake	Mainspring	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Rebecca Ore	Time's Child	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Eos	science-fiction
José Carlos Somoza	Zig Zag	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Rayo	science-fiction
Iain M. Banks	Transition	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Iain M. Banks	The Hydrogen Sonata	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Iain M. Banks	The Player of Games	1988, novel, science fiction	science-fiction
Iain M. Banks	Consider Phlebas	1987, science fiction, novel	science-fiction
Adam Roberts	Yellow Blue Tibia	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Adam Roberts	New Model Army	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Adam Roberts	Bête	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Adam Roberts	The Thing Itself	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Adam Roberts	Jack Glass: The Story of a Murderer	science-fiction, Novel, Victor Gollancz Ltd, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Charles Yu	How to Live Safely in a Science Fictional Universe	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Pantheon Books, Novel, science-fiction	science-fiction
Hannu Rajaniemi	The Quantum Thief	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Hannu Rajaniemi	The Fractal Prince	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, Tor Books, Victor Gollancz Ltd, science-fiction	science-fiction
E. O. Wilson	Anthill	Company, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, W. W. Norton, science-fiction	science-fiction
Jean-Christophe Valtat	Aurorarama	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Melville House Publishing	science-fiction
Gavin Smith	Veteran	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Jon Armstrong	Yarn	Night Shade Books, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Ernest Cline	Ready Player One	Crown Publishing Group, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Will McIntosh	Soft Apocalypse	Night Shade Books, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Will McIntosh	Defenders	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Will McIntosh	Bridesicle	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Daniel H. Wilson	Robopocalypse	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, Schuster, Simon, science-fiction	science-fiction
Rob Ziegler	Seed	Night Shade Books, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Cory Doctorow and Charles Stross	The Rapture of the Nerds	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Alastair Reynolds	Blue Remembered Earth	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Ace Books, Novel	science-fiction
Alastair Reynolds	On the Steel Breeze	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Alastair Reynolds	Revelation Space	science fiction, 2000, novel	science-fiction
Dave Eggers	The Circle	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Alfred A. Knopf, Novel, science-fiction	science-fiction
Wolfgang Jeschke	The Cusanus Game	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Phillip Mann	The Disestablishment of Paradise	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Nina Allan	The Race	Newcon Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Nina Allan	The Rift	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Titan Books	science-fiction
James L. Cambias	A Darkling Sea	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Dave Hutchinson	Europe In Autumn	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Solaris Books, Novel, science-fiction	science-fiction
Dave Hutchinson	Europe at Midnight	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Solaris Books, Novel, science-fiction	science-fiction
Simon Ings	Wolves	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Emily St. John Mandel	Station Eleven	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science fiction, novel, 2014, Alfred A. Knopf, science-fiction	science-fiction
Laline Paull	The Bees	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Ecco Press, Novel, science-fiction	science-fiction
Kit Reed	Where	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Rick Wilber	Alien Morning	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Aliya Whiteley	The Arrival of Missives	Unsung Stories, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Aliya Whiteley	The Loosening Skin	Unsung Stories, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Nick Wood	Azanian Bridges	NewCon Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Tricia Sullivan	Occupy Me	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Tade Thompson	Rosewater	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Apex Publications, Novel	science-fiction
Ben H. Winters	Underground Airlines	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Mulholland Books	science-fiction
Colson Whitehead	The Underground Railroad	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Doubleday, Novel, science-fiction	science-fiction
Don DeLillo	Zero K	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Charles Scribner's Sons, Novel, science-fiction	science-fiction
Deji Bryce Olukotun	After the Flare	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Unnamed Press	science-fiction
Eleanor Lerman	The Stargazer's Embassy	Mayapple Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Eleanor Lerman	Radiomen	Permanent Press, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Christopher Brown	Tropic of Kansas	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, HarperCollins, Novel	science-fiction
Waubgeshig Rice	Moon of the Crusted Snow	ECW Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Sue Burke	Semiosis	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Imraan Coovadia	A Spy in Time	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Rare Bird Books	science-fiction
Audrey Schulman	Theory of Bastards	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Europa Editions	science-fiction
Boris Strugatsky, Arkady Strugatsky	Roadside Picnic	novel, science fiction	science-fiction
H. G. Wells	The War of the Worlds	1898, novel, science fiction	science-fiction
H. G. Wells	The Time Machine	1895, novel, science fiction	science-fiction
H. G. Wells	The Island of Doctor Moreau	1896, novel, science fiction	science-fiction
Kingsley Amis	The Alteration	Viking Press, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
George R. Stewart	Earth Abides	novel, science fiction, 1949	science-fiction
Richard Morgan	Market Forces	science-fiction, Novel, Victor Gollancz Ltd, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
L. Sprague de Camp	Lest Darkness Fall	novel, science fiction, 1941	science-fiction
Madeleine L'Engle	A Wrinkle in Time	science fiction, 1962, novel	science-fiction
Jerry Pournelle, Larry Niven	The Mote in God's Eye	novel, science fiction	science-fiction
Douglas Adams	The Hitchhiker's Guide to the Galaxy	1979, novel, science fiction	science-fiction
Kurt Vonnegut Jr.	Slaughterhouse-Five	novel, science fiction	science-fiction
Olaf Stapledon	Last and First Men	novel, science fiction, 1930	science-fiction
Olaf Stapledon	Star Maker	1937, novel, science fiction	science-fiction
Olaf Stapledon	Odd John	1935, novel, science fiction	science-fiction
Marcel Theroux	Strange Bodies	Faber and Faber, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Hal Clement	Mission of Gravity	1954, novel, science fiction	science-fiction
Hal Clement	Uncommon Sense	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Astounding Science-Fiction	science-fiction
Jules Verne	Journey to the Center of the Earth	1864, science fiction, novel	science-fiction
Jules Verne	Twenty Thousand Leagues Under the Sea	1872, novel, science fiction	science-fiction
David Walton	The Genius Plague	Pyr, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Walter M. Miller	A Canticle for Leibowitz	novel, science fiction	science-fiction
Ben Bova	Titan	science-fiction, Novel, Tor Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Bradley Denton	Buddy Holly Is Alive and Well on Ganymede	William Morrow and Company, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Bradley Denton	Sergeant Chip	Science Fiction, Fantasy, Short-Story, Theodore Sturgeon Award, science-fiction	science-fiction
Charles Sheffield	Brother to Dragons	Baen Books, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Robert Merle	Malevil	Novel, Schuster, Simon, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, science-fiction	science-fiction
Theodore Sturgeon	More Than Human	science fiction, 1953, novel	science-fiction
Theodore Sturgeon	Thunder and Roses	1947, short-story, science fiction	science-fiction
Theodore Sturgeon	The Man Who Lost the Sea	short-story, 1959, science fiction	science-fiction
Theodore Sturgeon	Slow Sculpture	Galaxy Science Fiction, science-fiction, Hugo-Award-for-Best-Short-Story, Short-Story	science-fiction
Greg Egan	Permutation City	Millennium, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
John Wyndham	The Day of the Triffids	1951, novel, science fiction	science-fiction
George Zebrowski	Brute Orbits	science-fiction, Novel, HarperPrism, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Max Brooks	World War Z: An Oral History of the Zombie War	2006, novel, science fiction	science-fiction
Richard K. Morgan	Altered Carbon	2002, novel, science fiction	science-fiction
C. M. Kornbluth, Frederik Pohl	The Space Merchants	novel, science fiction	science-fiction
Edgar Rice Burroughs	A Princess of Mars	science fiction, 1917, novel	science-fiction
Richard McKenna	The Secret Place	Nebula-Award-for-Best-Short-Story, Orbit 1 (G. P. Putnam's Sons), science-fiction, Short-Story	science-fiction
James Tiptree, Jr.	Love Is the Plan the Plan Is Death	The Alien Condition (Ballantine Books), Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story	science-fiction
James Tiptree, Jr.	The Women Men Don't See	short-story, science fiction	science-fiction
Harlan Ellison	Jeffty Is Five	Hugo-Award-for-Best-Short-Story, science fiction, Science Fiction, The Magazine of Fantasy, 1977, Short-Story, short-story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Harlan Ellison	How Interesting: A Tiny Man	Nebula-Award-for-Best-Short-Story, Short-Story, science-fiction, Realms of Fantasy	science-fiction
Harlan Ellison	A Boy and His Dog	short-story, 1969, science fiction	science-fiction
Harlan Ellison	Repent, Harlequin! Said the Ticktockman	Galaxy Science Fiction, science-fiction, Hugo-Award-for-Best-Short-Story, Short-Story	science-fiction
Harlan Ellison	I Have No Mouth, and I Must Scream	Hugo-Award-for-Best-Short-Story, If, science-fiction, Short-Story	science-fiction
Harlan Ellison	The Beast that Shouted Love at the Heart of the World	Galaxy Science Fiction, science-fiction, Hugo-Award-for-Best-Short-Story, Short-Story	science-fiction
Edward Bryant	Stone	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Edward Bryant	giANTS	Fiction, Analog Science Fact, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Lisa Tuttle (refused)a	The Bone Flute	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Alan Brennert	Ma Qui	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Martha Soukup	A Defense of the Social Contracts	Nebula-Award-for-Best-Short-Story, science-fiction, Science Fiction Age, Short-Story	science-fiction
Esther Friesner	Death and the Librarian	Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Esther Friesner	A Birthday	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Bruce Holland Rogers	Thirteen Ways to Water	Nebula-Award-for-Best-Short-Story, science-fiction, Black Cats and Broken Mirrors (DAW Books), Short-Story	science-fiction
Leslie What	The Cost of Doing Business	Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story, Amazing Stories	science-fiction
Severna Park	The Cure for Everything	Sci Fiction, Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story	science-fiction
Eileen Gunn	Coming to Terms	Nebula-Award-for-Best-Short-Story, Short-Story, science-fiction, Stable Strategies and Others (Tachyon Publications)	science-fiction
Aliette de Bodard	Immersion	Nebula-Award-for-Best-Short-Story, Clarkesworld Magazine, science-fiction, Short-Story	science-fiction
Rachel Swirsky	If You Were a Dinosaur, My Love	Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story, Apex Magazine	science-fiction
Alyssa Wong	Hungry Daughters of Starving Mothers	Nebula-Award-for-Best-Short-Story, Short-Story, science-fiction, Nightmare Magazine	science-fiction
Amal El-Mohtar	Seasons of Glass and Iron	Hugo-Award-for-Best-Short-Story, The Starlit Wood: New Fairy Tales (Saga Press), Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction, The Starlit Wood (Saga Press)	science-fiction
Phenderson Djèlí Clark	The Secret Lives of the Nine Negro Teeth of George Washington	Fireside Magazine, Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story	science-fiction
A. T. Greenblatt	Give the Family My Love	Nebula-Award-for-Best-Short-Story, Clarkesworld Magazine, science-fiction, Short-Story	science-fiction
John Wiswell	Open House on Haunted Hill	Nebula-Award-for-Best-Short-Story, science-fiction, Diabolical Plots, Short-Story	science-fiction
Samantha Mills	Rabbit Test	Hugo-Award-for-Best-Short-Story, Uncanny Magazine, Short-Story, Theodore Sturgeon Award, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
R. S. A. Garcia	Tantie Merle and the Farmhand 4200	Nebula-Award-for-Best-Short-Story, science-fiction, Uncanny Magazine, Short-Story	science-fiction
John W. Campbell	Twilight	short-story, science fiction	science-fiction
John W. Campbell	Who Goes There?	short-story, science fiction	science-fiction
Vina Jie-Min Prasad	A Series of Steaks	2017, short-story, science fiction	science-fiction
James Tiptree	The Only Neat Thing to Do	short-story, science fiction	science-fiction
James Tiptree	The Girl Who Was Plugged In	short-story, science fiction	science-fiction
James Tiptree	The Screwfly Solution	short-story, science fiction	science-fiction
Ted Chiang	The Merchant and the Alchemist's Gate	2007, short-story, science fiction	science-fiction
Ted Chiang	Hell Is the Absence of God	short-story, science fiction, 2001	science-fiction
Ted Chiang	Exhalation	2008, Hugo-Award-for-Best-Short-Story, science-fiction, Eclipse #2 (Night Shade Books), Short-Story, short-story, science fiction	science-fiction
Ted Chiang	Story of Your Life	1998, science-fiction, short-story, Short-Story, Theodore Sturgeon Award, Starlight 2 (Tor Books), science fiction	science-fiction
E. M. Forster	The Machine Stops	short-story, 1909, science fiction	science-fiction
Jerome Bixby	It's a Good Life	short-story, science fiction, 1953	science-fiction
James Tiptree, Jr	And I Awoke and Found Me Here on the Cold Hill's Side	short-story, science fiction	science-fiction
Cordwainer Smith	Scanners Live in Vain	short-story, 1950, science fiction	science-fiction
C. M. Kornbluth	The Little Black Bag	short-story, 1950, science fiction	science-fiction
Henry Kuttner, C. L. Moore	Vintage Season	short-story, science fiction	science-fiction
C. L. Moore, Henry Kuttner	Mimsy Were the Borogoves	short-story, science fiction	science-fiction
Murray Leinster	First Contact	short-story, 1945, science fiction	science-fiction
Howard Waldrop	The Ugly Chickens	1980, short-story, science fiction	science-fiction
Judith Merril	That Only a Mother	short-story, science fiction, 1948	science-fiction
Damon Knight	The Country of the Kind	short-story, 1956, science fiction	science-fiction
Damon Knight	To Serve Man	Galaxy Science Fiction, science-fiction, Hugo-Award-for-Best-Short-Story, Short-Story	science-fiction
James Patrick Kelly	Think Like a Dinosaur	short-story, 1995, science fiction	science-fiction
Tom Godwin	The Cold Equations	1954, short-story, science fiction	science-fiction
Fredric Brown	Arena	1944, short-story, science fiction	science-fiction
Stanley G. Weinbaum	A Martian Odyssey	short-story, 1934, science fiction	science-fiction
Judith Moffett	Surviving	Science Fiction, The Magazine of Fantasy, Short-Story, Theodore Sturgeon Award, science-fiction	science-fiction
John G. McDaid	Jigoku no Mokushiroku (The Symbolic Revelation of the Apocalypse)	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Andy Duncan	The Chief Designer	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
David Moles	Finisterra	Science Fiction, Fantasy, Short-Story, Theodore Sturgeon Award, science-fiction	science-fiction
Elizabeth Bear	Tideline	Asimov's Science Fiction, Hugo-Award-for-Best-Short-Story, Short-Story, Theodore Sturgeon Award, science-fiction	science-fiction
James Alan Gardner	The Ray-Gun: A Love Story	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Molly Gloss	The Grinnell Method	Theodore Sturgeon Award, Strange Horizons, science-fiction, Short-Story	science-fiction
Kelly Link	The Game of Smash and Recovery	Theodore Sturgeon Award, Strange Horizons, science-fiction, Short-Story	science-fiction
Suzanne Palmer	Waterlines	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Rebecca Campbell	An Important Failure	Theodore Sturgeon Award, Clarkesworld Magazine, science-fiction, Short-Story	science-fiction
Eric Frank Russell	Allamagoosa	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Astounding Science-Fiction	science-fiction
Robert Bloch	That Hell-Bound Train	Hugo-Award-for-Best-Short-Story, Science Fiction, The Magazine of Fantasy, Short-Story, science-fiction	science-fiction
Spider Robinson	Melancholy Elephants	Hugo-Award-for-Best-Short-Story, Fiction, Analog Science Fact, Short-Story, science-fiction	science-fiction
Lawrence Watt-Evans	Why I Left Harry's All-Night Hamburgers	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
David Langford	Different Kinds of Darkness	Hugo-Award-for-Best-Short-Story, Science Fiction, Fantasy, Short-Story, science-fiction	science-fiction
David D. Levine	Tk'tk'tk	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Tim Pratt	Impossible Dreams	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
